,username,date,title,replies,views,text,Year
With elements of dark character study of a vengeance-driven man I’m aware (though I’ve never read the book or seen the film) Tiger! Tiger! is apparently a homage to The Count of Monte Cristo by Alexandre Dumas (actually, I read the plot had its origins in a newspaper clipping that Bester found, of a shipwrecked WW II sailor on a raft, who had drifted unrescued in the Pacific for days because passing ships thought he was a lure to bring them within torpedo range of a hidden submarine).

With its now familiar tropes of powerful megacorporations, cybernetic augmentation of the body and mind, and the noir, dystopian nature of the future world, Bester's book is considered an ancestor of the cyberpunk movement. At first, I found his writing a little anachronistic, but was soon enjoying his baroque, almost gonzo, style. Despite its clichés, I don’t believe this is a book that has been out-dated, a criticism that can perhaps be leveled at much ""classic"" science fiction. The idea of jaunting initially seemed cheesy to me, yet I soon realised that by allowing his characters to travel great distances in the blink of an eye, Bester creates a furious narrative pace which really had me turning the pages. The idea of jaunting also allows him to weave philosophical musings into his adventure story, which leads to a satisfying pay off in the novel's metaphysical climax.

I read that Bester is something of a pop-culture icon, being a writer on Superman in the 1940s and creator of the original Green Lantern. The enthusiasm of those ""funny books"", and I suppose even earlier pulps, infuses Tiger! Tiger!, creating a sense of fun which I found very infectious. Bester also displays a whimsical sense of humour, which is tempered by the dark nature of the story. Gully Foyle is an antihero, driven by his thirst for vengeance, and his amorality might make him a difficult character for some to sympathise with. I had no such difficulties . I enjoyed watching his transformation from a slacker-loser into dangerous, tiger-faced, cybernetically-enhanced hunter!  

The title is a quotation from one my favourite poems, The Tyger by William Blake.",2004

319,Hobbit,2004-04-25,Philip K Dick Award Winner 2004,0,987,"It's that time of year.... 

One I forgot to mention (as it came out at the same time as the bsfa Awards - doh!)  is that the winner of the Philip K Dick Award is....


Richard Morgan for his novel Altered Carbon.

His first award! (Looks like that movie deal might be really happening, then ?)

Others in the pile were: 

Hyperthought by M. M. Buckner; Clade by Mark Budz; Dante's Equation by Jane Jensen; Spin State by Chris Moriarty; and Steel Helix by Ann Tonsor Zeddies. 

Congrats and commiserations to all concerned.

Hobbit",2004

320,Hobbit,2004-05-15,Arthur C Clarke Award,0,987,"Not sure if this one should go in the Fantasy Forum or the Sf Forum.. 

..but here goes...

The winner of the 2004 Award (issued this week, 2004) is.... (drumroll..)

Quicksilver by Neal Stephenson 

who fought off competition from 

Coalescent – Stephen Baxter

Darwin's Children – Greg Bear

Pattern Recognition – William Gibson

Midnight Lamp – Gwyneth Jones and 

Maul – Tricia Sullivan

Not a bad list that, methinks!

Link here for full details.

Congrats to Neal and commiserations to the other nominees...

Hobbit",2004

321,FicusFan,2004-04-13,Hugo Nominees,0,987,"The official slate of Hugo Award Nominees for works published in 2003 is up at Noreascon.

I have also listed them below:

Hugo Award Nominees

Best Novel (462 ballots) 

Paladin of Souls — Lois McMaster Bujold (Eos) 
Humans — Robert Sawyer (Tor Books) 
Ilium — Dan Simmons (Eos) 
Singularity Sky — Charles Stross (Ace Books) 
Blind Lake — Robert Charles Wilson (Tor Books) 

Best Novella (215 ballots) 

""Walk in Silence"" — Catherine Asaro (Analog, April 2003) 
""Empress of Mars"" — Kage Baker (Asimov's, July 2003) 
""The Green Leopard Plague"" — Walter Jon Williams (Asimov's, Oct.–Nov. 2003) 
""Just Like the Ones We Used to Know"" — Connie Willis (Asimov's, Dec. 2003) 
""The Cookie Monster"" — Vernor Vinge (Analog, Oct. 2003) 

Best Novelette (243 ballots) 

""Empire of Ice Cream"" — Jeffrey Ford (Sci Fiction, scifi.com, Feb. 2003) 
""Bernardo's House"" — James Patrick Kelly (Asimov's, June 2003) 
""Into the Gardens of Sweet Night"" — Jay Lake (Writers of the Future XIX, Bridge, 2003) 
""Hexagons"" — Robert Reed (Asimov's, July 2003) 
""Nightfall"" — Charles Stross (Asimov's, April 2003) 
""Legions in Time"" — Michael Swanwick (Asimov's, April 2003) 


Best Short Story (310 ballots) 

""Paying It Forward"" — Michael A. Burstein (Analog, Sept. 2003) 
""A Study in Emerald"" — Neil Gaiman (Shadows over Baker Street, Del Rey, 2003) 
""Four Short Novels"" — Joe Haldeman (Fantasy & Science Fiction, Nov. 2003) 
""The Tale of the Golden Eagle"" — David D. Levine (Fantasy & Science Fiction, June 2003) 
""Robots Don't Cry"" — Mike Resnick (Asimov's, July 2003) 

Best Related Book (243 ballots) 

Scores: Reviews 1993–2003 — John Clute (Beccon Publications, 2003) 
Spectrum 10: The Best in Fantastic Contemporary Art — Cathy & Arnie Fenner (Underwood Books, 2003) 
The Chesley Awards for SF & Fantasy Art: A Retrospective — John Grant, Elizabeth L. Humphrey, & Pamela D. Scoville (Artist's & Photographer's Press Ltd., 2003) 
Dreamer of Dune: The Biography of Frank Herbert — Brian Herbert (Tor Books, 2003) 
The Thackery T. Lambshead Guide to Eccentric & Discredited Diseases — Jeff Vandermeer & Mark Roberts (Night Shade Books, 2003) 
Master Storyteller: An Illustrated Tour of the Fiction of L. Ron Hubbard — William J. Widder (Bridge, 2003) 

Best Dramatic Presentation — Long Form (363 ballots) 

28 Days Later (DNA Films/Fox Searchlight). Directed by Danny Boyle; written by Alex Garland. 
Finding Nemo (Pixar/Walt Disney Pictures). Directed by Andrew Stanton & Lee Unkrich; screenplay by Andrew Stanton, Bob Peterson & David Reynolds; story by Andrew Stanton. 
The Lord of the Rings: The Return of the King (New Line Cinema). Directed by Peter Jackson; screenplay by Fran Walsh, Philippa Boyens & Peter Jackson; based on the novel by J.R.R. Tolkien. 
Pirates of the Caribbean: The Curse of the Black Pearl (Walt Disney Pictures). Directed by Gore Verbinski; screenplay by Ted Elliott & Terry Rossio; screen story by Ted Elliott, Terry Rossio, Stuart Beattie & Jay Wolpert. 
X2: X-Men United (20th Century Fox/Marvel). Directed by Bryan Singer; screenplay by Michael Dougherty, Dan Harris & David Hayter; story by Zak Penn, David Hayter & Bryan Singer. 

Best Dramatic Presentation — Short Form (212 ballots)
 
""Chosen"" — Buffy the Vampire Slayer (Mutant Enemy Inc./20th Century Fox). Written and directed by Joss Whedon. 
""Gollum's Acceptance Speech at the 2003 MTV Movie Awards"" (Wingnut Films/New Line Cinema). Written and directed by Fran Walsh, Philippa Boyens & Peter Jackson. 
""Heart of Gold"" — Firefly (Mutant Enemy Inc./20th Century Fox). Directed by Thomas J. Wright; written by Brett Matthews. 
""The Message"" — Firefly (Mutant Enemy Inc./20th Century Fox). Directed by Tim Minear; written by Joss Whedon & Tim Minear. 
""Rosetta"" — Smallville (Tollin/Robbins Productions/Warner Brothers). Directed by James Marshall; written by Al Gough & Miles Millar. 

Best Professional Editor (319 ballots) 

Ellen Datlow 
Gardner Dozois 
David Hartwell 
Stanley Schmidt 
Gordon Van Gelder 

Best Professional Artist (241 ballots) 

Jim Burns 
Bob Eggleton 
Frank Frazetta 
Frank Kelly Freas 
Donato Giancola 

Best Semi-Prozine (199 ballots) 
 
Ansible, ed. Dave Langford 
Interzone, ed. David Pringle 
Locus, ed. Charles N. Brown, Jennifer A. Hall, and Kirsten Gong-Wong 
The New York Review of Science Fiction, ed. Kathryn Cramer, David G. Hartwell, and Kevin Maroney 
Third Alternative, ed. Andy Cox 

Best Fanzine (211 ballots) 

Challenger, ed. Guy H. Lillian III 
Emerald City, ed. Cheryl Morgan 
File 770, ed. Mike Glyer 
Mimosa, ed. Rich and Nicki Lynch 
Plokta, ed. Alison Scott, Steve Davies, and Mike Scott 

Best Fan Writer (260 ballots) 

Jeff Berkwits 
Bob Devney 
John L. Flynn 
Dave Langford 
Cheryl Morgan 

Best Fan Artist (190 ballots) 

Brad Foster 
Teddy Harvia 
Sue Mason 
Steve Stiles 
Frank Wu 

The John W. Campbell Award for Best New Writer (192 ballots)

Jay Lake (second year of eligibility) 
David D. Levine (second year of eligibility) 
Karin Lowachee (second year of eligibility) 
Chris Moriarty (first year of eligibility) 
Tim Pratt (second year of eligibility) 

Note: This award is not a Hugo; it is sponsored by Dell Magazines.",2004

322,Priestvyrce,2004-04-21,What scifi have you read this year?,5,897,"I have been laboring through novels lately, but have manage to read some. Here are the ones that I have read:

 William Gibson's Idoru- wonderfully weird with characters, even the minor ones, that I came to care about what was happening to them.

 Connie Willis' Doomsday Book, I have heard about this book for ages and finally decided to read it. Glad that I did! Loved the characters and the mystery.

 One of my FAVORITE authors is C J Cherryh and I read the final book in her Foriegner series(ok final might be the correct word) Explorer and Hunter of Worlds and Merchanter's Luck. Pure Cherryh! Loved every minute reading these books.

 I ,once again, revisited the world of the Bloody Sun, Darkover. The Winds of Darkover may not be the best of the series, but it was nice to visit this world again.

 What about you?",2004

323,Hobbit,2004-04-14,BSFA Best Novel Award Winner 2003,5,897,"Nominations for the 2003 (though it's awarded the following Easter!) British Science Fiction Association Awards were:

BEST NOVEL:
Pattern Recognition -- William Gibson (Viking) 

Felaheen -- Jon Courtenay Grimwood (Earthlight) 

Midnight Lamp -- Gwyneth Jones (Gollancz SF) 

Absolution Gap -- Alastair Reynolds (Gollancz SF) 

Natural History -- Justina Robson (Macmillan) 

Maul -- Tricia Sullivan (Orbit) 

NOTE: The Best Novel award is open to any novel-length work of science fiction or fantasy first published in the UK in 2003. (Serialised novels are eligible provided that the publication date of the concluding part is in 2003.)

And the winner was:

Felaheen -- Jon Courtenay Grimwood (Earthlight).

One I voted for! (I actually expected Gibson's to get it, though). 

Congratulations to Jon, commiserations to the others, of course.

Hobbit",2004

324,Mugwump,2004-03-19,Cyberpunk and automatons.,5,897,"Okay, after wading through most of Neal Stephenson’s Snow Crash – I still don’t know what to make of it – I’m beginning to wonder: what is it that drives authors working in the Cyberpunk genre to leech every last bit of personality out of their characters?

Taking William Gibson, Stephenson and Walter Jon Williams as just three examples – I don’t recall ever liking (or disliking) any of their creations. It’s almost as if they have been designed to emulate the dispassionate computerised world that surrounds them.

Not that I don't appreciate any of the authors listed above. Gibson’s Neuromancer is one of the finest works of fiction I’ve ever come across. It’s just that I sometimes find it jarring to switch between works featuring strong character development (anything by Le Guin, Silverberg, Michael Moorcock and so forth) and the emotionless environment of Cyberpunk.",2004

325,fluffy bunny,2004-03-17,Books thus far,4,816,"A list of books covered in discussion here thus far  

2002: (the underground book club)

March: Ender's Game - Orson Scott Cardhttp://www.sffworld.com/forums/showthread.php?s=&threadid=503
April: The Sparrow - Mary Doria Russell http://www.sffworld.com/forums/showthread.php?s=&threadid=545
May: Time Future - Maxine McArthurhttp://www.sffworld.com/forums/showthread.php?s=&threadid=554
June: A Canticle for Leibowitz - Walter Millerhttp://www.sffworld.com/forums/showthread.php?s=&threadid=2599 
July: The Moon is a Harsh Mistress - Robert A. Heinlein http://www.sffworld.com/forums/showthread.php?s=&threadid=2444


2003:

April: Hyperion - Dan Simmonshttp://www.sffworld.com/forums/showthread.php?s=&threadid=5184
May: Parable of the Sower - Octavia Butlerhttp://www.sffworld.com/forums/showthread.php?s=&threadid=5455
June: The Dark Wing - Walter H. Hunthttp://www.sffworld.com/forums/showthread.php?s=&threadid=5679
July: The Dispossessed Ursula Le Guinhttp://www.sffworld.com/forums/showthread.php?s=&threadid=5908
August: The Golden Age - John C. Wrighthttp://www.sffworld.com/forums/showthread.php?s=&threadid=6106
September: Revelation Space - Alistair Reynoldshttp://www.sffworld.com/forums/showthread.php?s=&threadid=6351
October: Kiln People - David Brinhttp://www.sffworld.com/forums/showthread.php?s=&threadid=6559
November: Red Mars - Kim Stanley Robinsonhttp://www.sffworld.com/forums/showthread.php?s=&threadid=6766
December: Hominids - Robert Sawyerhttp://www.sffworld.com/forums/showthread.php?s=&threadid=7031


2004:

January: Starfish - Peter Wattshttp://www.sffworld.com/forums/showthread.php?s=&threadid=7280
February: Slaughterhouse 5 - Kurt Vonnegut, Jr. http://www.sffworld.com/forums/showthread.php?s=&threadid=7516
March: Altered Carbon - Richard Morganhttp://www.sffworld.com/forums/showthread.php?s=&threadid=7666
April: Fountains of Paradise - Arthur C Clarkehttp://www.sffworld.com/forums/showthread.php?t=7851
May: Stories of Your Life and Others - Ted Chianghttp://www.sffworld.com/forums/showthread.php?t=7997
June: The Speed of Dark - Elizabeth Moonhttp://www.sffworld.com/forums/showthread.php?t=8126
July: Patternmaster - Octavia Butlerhttp://www.sffworld.com/forums/showthread.php?t=8254
August: The Martian Chronicles - Ray Bradburyhttp://www.sffworld.com/forums/showthread.php?t=8441
September: The Wreck of The River of Stars - Michael Flynnhttp://www.sffworld.com/forums/showthread.php?t=8564
October: Startide Rising - David Brinhttp://www.sffworld.com/forums/showthread.php?t=8718
November: Light - M John Harrisonhttp://www.sffworld.com/forums/showthread.php?t=8893
December: Quicksilver - Neal Stephensonhttp://www.sffworld.com/forums/showthread.php?t=9046


2005:

January: Down and Out in the Magic Kingdom - Cory Doctorowhttp://www.sffworld.com/forums/showthread.php?t=9241
February: City of Pearl - Karen Travisshttp://www.sffworld.com/forums/showthread.php?t=9587
March: Natural History - Justina Robsonhttp://www.sffworld.com/forums/showthread.php?t=9840
April: The Risen Empire - Scott Westerfieldhttp://www.sffworld.com/forums/showthread.php?t=10127
May: Coyote Kings of the Space-Age Bachelor Pad - Minister Faust http://www.sffworld.com/forums/showthread.php?t=10372
